hotel_name,description,city,hotel_score,url_hotel,lat,lon
La Mère Poulard,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement La Mère Poulard ! Occupant un bâtiment historique, l'hôtel La Mère Poulard jouit d'un emplacement idéal au cœur du Mont-Saint-Michel. Décorées dans un style classique, ses chambres donnent sur la baie, l'abbaye ou la cité médiévale.Toutes les chambres de l'hôtel La Mère Poulard sont équipées d'une télévision à écran plat et d'une connexion Wi-Fi gratuite. Leur salle de bains privative comporte une baignoire.Au prestigieux restaurant de l'hôtel La Mère Poulard, vous pourrez savourer des plats traditionnels dont sa fameuse omelette connue dans le monde entier. Vous pourrez tranquillement prendre un verre au piano-bar qui surplombe la baie du Mont-Saint-Michel.L'hôtel possède un magasin spécialisé dans les produits gastronomiques régionaux. La réception est ouverte 24h/24.Vous pourrez choisir parmi de nombreuses activités dont les randonnées pédestres, les balades à vélo ou bien la visite du Mont-Saint-Michel. Avranches se trouve à 23 minutes de route et Saint-Malo à 45 minutes de La Mère Poulard. ",Chateau du Haut Koenigsbourg,"7,1",https://www.booking.com/hotel/fr/la-mere-poulard.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkZDZiZDBjNzktMDhhMS00MmI0LWE1ODMtYjg1NGVmYTU5OWM22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=ab3069e4b211007e&srepoch=1680879817&from=searchresults#hotelTmpl,48.63508532,-1.5105396500000001
Le Mouton Blanc,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Mouton Blanc ! Situé au pied de l'abbaye, le Mouton Blanc Hotel vous accueille dans son bâtiment historique datant du XIVe siècle. Il propose des chambres confortables avec une décoration simple et accueillante.Les chambres sont réparties dans 3 bâtiments dont un offre des vues sur le Mont-Saint-Michel et un autre comporte des chambres de style médiéval.Le restaurant du Mouton Blanc vous servira une cuisine locale traditionnelle dans la salle à manger ou sur la terrasse. Vous dégusterez aussi un petit-déjeuner chaque matin.Enfin lors de votre séjour au Mouton Blanc Hotel, vous pourrez bénéficier de services personnalisés sur demande pour des visites, des loisirs et d'autres activités. ",Chateau du Haut Koenigsbourg,"7,0",https://www.booking.com/hotel/fr/le-mouton-blanc-le-mont-saint-michel.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkZDZiZDBjNzktMDhhMS00MmI0LWE1ODMtYjg1NGVmYTU5OWM22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=ab3069e4b211007e&srepoch=1680879817&from=searchresults#hotelTmpl,48.63602298,-1.50989592
Mercure Mont Saint Michel,"Installé dans des espaces verts à seulement 2 km de l'abbaye du Mont-Saint-Michel, le Mercure Mont Saint Michel propose des chambres spacieuses avec salle de bains privative, un bar-restaurant et de nombreuses places de parking gratuites.Les chambres du Mercure Mont Saint Michel sont dotées de la climatisation, d'un plateau/bouilloire et d'une télévision par satellite/câble à écran plat.Le restaurant Le Pré Salé, célèbre dans la région, prépare de délicieux fruits de mer ainsi que des spécialités régionales. Le bar Le Normandy sert des boissons dans un cadre convivial et décontracté.Le Mercure Mont Saint Michel vous accueille à 6,5 km de Pontorson et à 52 km de Saint-Malo. ",Chateau du Haut Koenigsbourg,"8,2",https://www.booking.com/hotel/fr/mont-saint-michel.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkZDZiZDBjNzktMDhhMS00MmI0LWE1ODMtYjg1NGVmYTU5OWM22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=ab3069e4b211007e&srepoch=1680879817&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,48.61424653,-1.51054502
Les Terrasses Poulard,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Les Terrasses Poulard ! Occupant 2 bâtiments différents au cœur du Mont-Saint-Michel, l'établissement historique Les Terrasses Poulard propose des hébergements avec une vue sur la baie, le village et la rue.Décorées dans un style moderne, les chambres sont accessibles par des escaliers. Certaines présentent de grandes fenêtres donnant sur la baie. Toutes sont dotées d'une télévision et d'une salle de bains privative.Le petit-déjeuner est servi au restaurant de l'Auberge de la Mère Poulard, à 2 minutes à pied. Spécialisé dans la cuisine française et régionale, le restaurant est aussi ouvert pour le déjeuner et le dîner. Vous pourrez également prendre vos repas, des boissons et des collations au restaurant La Confiance sur place.L'établissement Les Terrasses Poulard comporte un bar, ainsi qu'une réception ouverte 24h/24 avec une bagagerie.La région constitue un cadre idéal pour diverses activités telles que la pêche, le vélo et la randonnée à pied. ",Chateau du Haut Koenigsbourg,"7,3",https://www.booking.com/hotel/fr/les-terrasses-poulard.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkZDZiZDBjNzktMDhhMS00MmI0LWE1ODMtYjg1NGVmYTU5OWM22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=ab3069e4b211007e&srepoch=1680879817&from=searchresults#hotelTmpl,48.63534943,-1.51037872
Gites les 2 Clos au pied du Mont,"L'établissement Gites les 2 Clos au pied du Mont propose des hébergements à Ardevon.Toutes les maisons de vacances disposent d'une salle de bains privative, d'une télévision à écran plat, d'une cuisine entièrement équipée et d'une terrasse. Vous pourrez profiter d'une terrasse avec vue sur la mer.Une plancha est fournie.Vous séjournerez à 3,1 km du Mont-Saint-Michel et à 39 km de Saint-Malo. L'aéroport de Saint-Malo-Dinard-Pleurtuit, le plus proche, est implanté à 44 km. ",Annecy,"9,0",https://www.booking.com/hotel/fr/les-deux-clos-pontorson.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkN2U0ODk5ZGItOGU2Mi00ZjhmLWFjZjAtNWYwZDA0ZTNiZmI22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=b89669e43cc40153&srepoch=1680879817&from=searchresults#hotelTmpl,48.6139661,-1.48579173
Chambres d'Hôtes Les Vieilles Digues,"Occupant une maison bretonne restaurée, l'établissement à la gestion familiale Chambres d'Hôtes Les Vieilles Digues est situé à Beauvoir, à 3 km du Mont-Saint-Michel. Doté d'un parc fleuri de 3 000 m², il propose des chambres pourvues de meubles d'époque, d'une connexion Wi-Fi gratiote et d'une salle de bains privative.Toutes les chambres élégantes des Vieilles Digues disposent d'une entrée privée et d'articles de toilette gratuits. Celles du rez-de-chaussée comprennent des portes-fenêtres avec accès direct au patio, doté de chaises longues.Le petit-déjeuner comprend des boissons chaudes, du jus d'orange, des yaourts, du fromage et des céréales. En outre, des baguettes fraîches sont livrées tous les jours par le boulanger local. Les propriétaires sont à votre disposition pour vous recommander de bons restaurants à proximité.Vous pourrez vous promener le long de la rivière Le Couesnon, qui se trouve à 200 mètres des Vieilles Digues. Les villes de Saint-Malo et Cancale sont accessibles en 45 minutes de route, tandis qu la gare de Pontorson est à 5 km. Un parking privé est disponible gratuitement sur place. ",Annecy,"9,3",https://www.booking.com/hotel/fr/chambres-d-ha-tes-les-vieilles-digues.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkN2U0ODk5ZGItOGU2Mi00ZjhmLWFjZjAtNWYwZDA0ZTNiZmI22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=b89669e43cc40153&srepoch=1680879817&from=searchresults#hotelTmpl,48.6041875,-1.51159912
Gites Bellevue,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Gites Bellevue ! Situé à seulement 2 km du célèbre Mont-Saint-Michel, l'établissement Gites Bellevue vous propose des gîtes indépendants avec terrasse, jardin et barbecue. La mer se trouve à seulement 10 minutes en voiture.Les gîtes présentent une vue sur le Mont Saint-Michel, un coin salon avec une télévision ainsi qu'un lave-linge. Leur cuisine est équipée d'un four, d'un four micro-ondes et d'une cuisinière.Les épiceries et restaurants sont placés à 7 km du centre-ville de Pontorson et vous pourrez utiliser gratuitement une connexion Wi-Fi et un parking privé. Vous pourrez rejoindre Saint-Malo en 45 minutes en voiture et Avranches se trouve à 25 km de l'établissement. ",Annecy,"9,3",https://www.booking.com/hotel/fr/gites-bellevue.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkN2U0ODk5ZGItOGU2Mi00ZjhmLWFjZjAtNWYwZDA0ZTNiZmI22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=b89669e43cc40153&srepoch=1680879817&from=searchresults#hotelTmpl,48.60788007,-1.51722372
Mon Saint Michel,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Mon Saint Michel ! Situé à Ardevon, le Mon Saint Michel propose une connexion Wi-Fi gratuite, un service de prêt de vélos, un jardin et une terrasse.Les chambres comprennent une télévision à écran plat ainsi qu'une salle de bains privative pourvue d'articles de toilette gratuits, d'un sèche-cheveux et d'une douche. La cuisine est équipée d'un réfrigérateur, d'un lave-vaisselle, d'un micro-ondes et d'une machine à café.Un petit-déjeuner buffet, à la carte et continental est servi tous les matins.Vous pourrez pratiquer la randonnée à pied et à vélo dans les environs.L'abbaye du Mont-Saint-Michel se trouve à 8,6 km du Mon Saint Michel, tandis que Scriptorial d'Avranches, musee des manuscrits Le Mont-Saint-Michel se trouve à 21 km. L'aéroport le plus proche, celui de Rennes-Saint-Jacques, est situé à 85 km. Un service de navette aéroport peut être assuré moyennant des frais supplémentaires. ",Annecy,"8,7",https://www.booking.com/hotel/fr/mon-saint-michel.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkN2U0ODk5ZGItOGU2Mi00ZjhmLWFjZjAtNWYwZDA0ZTNiZmI22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=b89669e43cc40153&srepoch=1680879817&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,48.613627,-1.4857909999999999
Maison au pied du Mont Saint Michel 2,"Dotée d'une terrasse, la Maison au pied du Mont Saint Michel 2 est située à Pontorson, à 8,3 km de l'abbaye du Mont-Saint-Michel et à 21 km du Scriptorial d'Avranches. musee des manuscrits du Mont Saint-Michel, ainsi qu'à 45 km de la gare de Granville. Offrant une vue sur le jardin, il se trouve à 47 km du port de la Houle et du musée d'art moderne Richard Anacréon.Cette maison de vacances de 2 chambres comprend un salon avec une télévision à écran plat, une cuisine entièrement équipée et une salle de bains.Vous séjournerez à 47 km du zoo de Champrepus et du port de plaisance de Granville. L'aéroport de Dinard-Pleurtuit-Saint-Malo, le plus proche, est implanté à 55 km. ",Annecy,,https://www.booking.com/hotel/fr/maison-au-pied-du-mont-saint-michel-2.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkN2U0ODk5ZGItOGU2Mi00ZjhmLWFjZjAtNWYwZDA0ZTNiZmI22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=b89669e43cc40153&srepoch=1680879817&from=searchresults#hotelTmpl,48.6156117,-1.4885121
"Chambres d'Hôtes Farcy ""La P'tite Transhumance""","L'établissement Chambres d'Hôtes Farcy est situé dans la campagne d'Ardevon, à seulement 10 minutes en voiture du Mont-Saint-Michel. Il propose un hébergement avec petit-déjeuner et un parking privé gratuit sur place.L'établissement Chambres d'Hôtes Farcy vous accueille dans des chambres décorées dans des tons pastel. Chacune comprend une salle de bains privative pourvue d'une douche et de serviettes de toilette.Le petit-déjeuner, inclus dans le tarif, est servi chaque matin dans la salle à manger. Vous trouverez un restaurant à seulement 200 mètres. ",Annecy,"8,3",https://www.booking.com/hotel/fr/chambres-d-hotes-farcy.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkN2U0ODk5ZGItOGU2Mi00ZjhmLWFjZjAtNWYwZDA0ZTNiZmI22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=b89669e43cc40153&srepoch=1680879817&from=searchresults#hotelTmpl,48.61435411,-1.48705352
L'Hirondelle,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement L'Hirondelle ! La maison de vacances L'Hirondelle, située à Pontorson, possède une terrasse et une cuisine entièrement équipée.Composée de 3 chambres, elle dispose aussi d'une salle de bains avec douche et sèche-cheveux. Une télévision par satellite à écran plat est mise à votre disposition. Vous apprécierez la vue sur le Mont-Saint-Michel, situé à 5 km.La commune de Cancale se trouve à 48 km. L'aéroport de Dinard-Bretagne, le plus proche, est situé à 57 km de l'hébergement L'Hirondelle. ",Annecy,"8,8",https://www.booking.com/hotel/fr/l-39-hirondelle-pontorson.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkN2U0ODk5ZGItOGU2Mi00ZjhmLWFjZjAtNWYwZDA0ZTNiZmI22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=b89669e43cc40153&srepoch=1680879817&from=searchresults#hotelTmpl,48.615795,-1.488712
Camping aux Pommiers - Tohapi,"Situé à 6,6 km de l'abbaye du Mont-Saint-Michel, Le Camping aux Pommiers - Tohapi propose des hébergements avec une terrasse, un bar et un club pour enfants. Il possède un parc aquatique et un snack-bar.Ce camping dispose d'une télévision et d'une salle de bains privative avec articles de toilette gratuits, sèche-cheveux et douche.Le Camping aux Pommiers - Tohapi possède une aire de jeux pour enfants.Vous pourrez profiter d'une piscine intérieure.Scriptorial d'Avranches, musee des manuscrits Le Camping aux Pommiers - Tohapi se trouve à 23 km du Mont-Saint-Michel et à 46 km du port de la Houle. L'aéroport de Rennes-Saint-Jacques, le plus proche, est implanté à 87 km. ",Annecy,"8,0",https://www.booking.com/hotel/fr/camping-aux-pommiers-tohapi.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkN2U0ODk5ZGItOGU2Mi00ZjhmLWFjZjAtNWYwZDA0ZTNiZmI22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=b89669e43cc40153&srepoch=1680879817&from=searchresults#hotelTmpl,48.613555,-1.5101
Vent des Grèves,"Offrant une vue sur le jardin, le Vent des Grèves est situé à Pontorson, à 8,1 km de l'abbaye du Mont-Saint-Michel. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé.Cette chambre d'hôtes comprend une télévision ainsi qu'une salle de bains privative avec des articles de toilette gratuits, un sèche-cheveux et une douche.Le Vent des Grèves sert un petit-déjeuner buffet ou continental.Une terrasse est également à votre disposition.Après une journée de randonnée ou de vélo, vous pourrez vous détendre dans le jardin ou le coin salon commun.Scriptorial d'Avranches, musee des manuscrits Le Vent des Grèves se trouve à 21 km du Mont-Saint-Michel et à 45 km de la gare de Granville. L'aéroport de Rennes-Saint-Jacques, le plus proche, est implanté à 93 km. ",Annecy,"9,2",https://www.booking.com/hotel/fr/vent-des-greves-pontorson.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkN2U0ODk5ZGItOGU2Mi00ZjhmLWFjZjAtNWYwZDA0ZTNiZmI22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=b89669e43cc40153&srepoch=1680879817&from=searchresults#hotelTmpl,48.615403,-1.49144
Etoile des Grèves,"Situé à 8,1 km de l'abbaye du Mont-Saint-Michel, l'Etoile des Grèves propose des hébergements avec connexion Wi-Fi et parking privé gratuits.Leur salle de bains privative est pourvue d'une douche et d'un sèche-cheveux.Cette chambre d'hôtes sert un petit-déjeuner buffet ou continental.L'Etoile des Grèves possède une terrasse.Après une journée de randonnée ou de vélo, vous pourrez vous détendre dans le jardin ou le coin salon commun.Scriptorial d'Avranches, musee des manuscrits Vous séjournerez à 21 km du Mont-Saint-Michel et à 45 km de la gare de Granville. L'aéroport de Rennes-Saint-Jacques, le plus proche, est implanté à 93 km. ",Annecy,"9,3",https://www.booking.com/hotel/fr/etoile-des-greves.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkN2U0ODk5ZGItOGU2Mi00ZjhmLWFjZjAtNWYwZDA0ZTNiZmI22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=b89669e43cc40153&srepoch=1680879817&from=searchresults#hotelTmpl,48.615509,-1.491524
La Jacotière,"Implantée à Ardevon, la maison d'hôtes La Jacotière occupe une ancienne ferme rénovée pourvue d'un jardin et d'une terrasse meublée donnant sur le Mont-Saint-Michel, situé à seulement 3 km. Une connexion Wi-Fi est disponible gratuitement.Les chambres comprennent une télévision, un bureau, une armoire et une salle de bains privative dotée d'une douche. Le studio comporte également une cuisine équipée d'un four micro-ondes et d'une cuisinière.Le petit-déjeuner est servi dans la grande salle à manger. À 5 minutes à pied, vous trouverez des supermarchés, des bars et des restaurants proposant une cuisine traditionnelle et internationale.La maison d'hôtes met aussi à votre disposition des guides listant les excursions à faire dans les environs. Un service de navette est proposé à proximité pour partir à la découverte du Mont-Saint-Michel. La gare de Pontorson se situe à 8,5 km, tandis que Saint-Malo et Granville se trouvent à 46 km. ",Annecy,"9,3",https://www.booking.com/hotel/fr/la-jacotia-re.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkN2U0ODk5ZGItOGU2Mi00ZjhmLWFjZjAtNWYwZDA0ZTNiZmI22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=b89669e43cc40153&srepoch=1680879817&from=searchresults#hotelTmpl,48.61411436,-1.50431424
Auberge de la Baie,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Auberge de la Baie ! Situé dans la campagne normande, cet hôtel dispose d’une connexion Wi-Fi gratuite.Toutes les chambres modernes de l'Auberge de la Baie sont équipées d'une télévision par satellite à écran plat, d'une salle de bains privative et d'un sèche-cheveux.Un petit-déjeuner buffet est servi chaque matin.Un parking gratuit est disponible sur place et la ville d'Avranches se trouve à 23 km. Vous séjournerez à 45 minutes en voiture des plages de Saint-Malo et à 1 heure de route de Rennes. ",Annecy,"7,8",https://www.booking.com/hotel/fr/auberge-de-la-baie.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkN2U0ODk5ZGItOGU2Mi00ZjhmLWFjZjAtNWYwZDA0ZTNiZmI22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=b89669e43cc40153&srepoch=1680879817&from=searchresults#hotelTmpl,48.61599318,-1.48825318
Hôtel Vert,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Vert ! L’Hotel Vert vous propose des chambres décorées dans des tons pastel, dotées d’une salle de bains privative, d’une télévision ainsi que d’une connexion Wi-Fi gratuite. Il vous accueille à 2 km de l’île intertidale du Mont Saint-Michel, sur la côte normande.Lors de votre séjour, vous pourrez déguster une cuisine régionale au restaurant du Vert, La salicorne. Vous pourrez également apprécier le bar de l'hôtel, L'Equinoxe, qui s'ouvre sur une terrasse privée.Le Vert Hotel met également à votre disposition une réception ouverte 24h/24 ainsi qu’un parking privé. Vous bénéficierez aussi d’un supermarché et d’une boutique de souvenirs sur place. ",Chateau du Haut Koenigsbourg,"8,0",https://www.booking.com/hotel/fr/vert.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkZDZiZDBjNzktMDhhMS00MmI0LWE1ODMtYjg1NGVmYTU5OWM22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ab3069e4b211007e&srepoch=1680879817&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,48.61470049,-1.5096169700000002
Hôtel la Croix Blanche,"Situé au cœur du village médiéval du Mont-Saint-Michel, l'Hôtel La Croix Blanche possède une terrasse et un bar.Les chambres de l'Hôtel La Croix Blanche disposent d'une télévision par satellite à écran plat et d'un minibar. Gratuit Une connexion Wi-Fi est disponible gratuitement.En plus de la visite du Mont-Saint-Michel et de son abbaye, vous pourrez vous rendre à Saint-Malo, à 50 km de l'hôtel. La gare de Dol-de-Bretagne est à 30 km. ",Annecy,"7,7",https://www.booking.com/hotel/fr/ha-el-la-croix-blanche.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkN2U0ODk5ZGItOGU2Mi00ZjhmLWFjZjAtNWYwZDA0ZTNiZmI22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=b89669e43cc40153&srepoch=1680879817&from=searchresults#hotelTmpl,48.63573406,-1.50986105
Le Relais Saint Michel,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Relais Saint Michel ! Le Relais Saint Michel vous accueille face à la baie du Mont-Saint-Michel. Les chambres de cet hôtel (à l'exception de la chambre lits jumeaux Saint-Michel avec vue intérieure) possèdent toutes une terrasse privée et certaines vous offrent une vue panoramique sur le Mont-Saint-Michel.Insonorisées, confortables et spacieuses, les chambres sont dotées d'équipements modernes, dont un minibar et une connexion Wi-Fi gratuite. Leurs salles de bains sont privatives.Le restaurant de l'hôtel vous servira une cuisine traditionnelle. Lors de votre séjour, vous pourrez prendre un verre ou un repas sur la terrasse qui offre une vue sur le Mont-Saint-Michel.Un service de navette gratuit s'arrête en face de l'établissement et relie le célèbre Mont-Saint-Michel en seulement 10 minutes. Des gilets de sécurité vous seront proposés si vous souhaitez faire une promenade la nuit. Par ailleurs, si vous arrivez en voiture, vous pourrez profiter d'un espace de stationnement surveillé moyennant des frais supplémentaires. ",Annecy,"7,9",https://www.booking.com/hotel/fr/le-relais-saint-michel.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkN2U0ODk5ZGItOGU2Mi00ZjhmLWFjZjAtNWYwZDA0ZTNiZmI22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=b89669e43cc40153&srepoch=1680879817&from=searchresults#hotelTmpl,48.61758727,-1.51039615
Le Saint Aubert,"Niché dans un écrin de verdure, à seulement 2 km du Mont-Saint-Michel, Le Saint Aubert vous accueille dans un cadre chaleureux et convivial.Cet établissement vous propose des chambres paisibles et confortables entourées de jardins fleuris.Après une journée de découverte du Mont-Saint-Michel, vous pourrez déguster une délicieuse cuisine régionale dans le cadre pittoresque d'une ancienne ferme.Le personnel serviable sera heureux de vous recommander un grand nombre de sites d'intérêt et les visites à faire dans la région. ",Annecy,"7,0",https://www.booking.com/hotel/fr/hotel-saint-aubert.fr.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARokQKIAQGYAQ24ARjIAQXYAQHoAQH4AQaIAgGoAgS4AsjhwKEGwAIB0gIkN2U0ODk5ZGItOGU2Mi00ZjhmLWFjZjAtNWYwZDA0ZTNiZmI22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=b89669e43cc40153&srepoch=1680879817&from=searchresults#hotelTmpl,48.61293783,-1.51010513
